종목코드,종목명,작성기준일,작성시간,보고자,특별관계자수,주식수,주식비율,증감주식수,증감주식비율,변동방법,변동사유,변경사유
01018802,엔솔바이오사이언스,2023.02.10,16:40,타이거자산운용투자일임,0,1307693,12.45,137676,1.13,장내 매수 및 매도,단순투자목적의 주식매매,
00106395,금호전기,2023.02.10,16:32,메리츠증권,0,4782146,14.79,-4173077,-9.74,"전환사채 행사가액 조정, 풋옵션 행사",단순투자,
00959229,세종메디칼,2023.02.10,16:31,메리츠증권,0,1149135,2.05,-2863706,-6.93,"전환사채 행사가액 조정, 발행사 콜옵션 행사",단순투자,
00480756,이트론,2023.02.10,16:29,메리츠증권,0,322000208,33.43,75960294,1.64,"신주인수권부사채 및 전환사채 행사가액 조정, 발행사 콜옵션 행사",단순투자,
00145738,이화전기,2023.02.10,16:26,메리츠증권,0,58482142,32.22,38767998,13.11,"신주인수권부사채 행사가액 조정, 발행사 콜옵션 행사",단순투자,
00480950,이아이디,2023.02.10,16:18,메리츠증권,0,149853402,58.67,-312683119,25.71,"무상감자에 따른 총발행주식수 변경, 행사가액 조정, 발행사 콜옵션 행사",단순투자,
01391103,브랜드엑스코퍼레이션,2023.02.10,16:16,한국투자파트너스,5,3016740,10.31,747580,-1.59,무상신주취득 및 장내 매도,단순 추가취득 및 처분,
00154055,태원물산,2023.02.10,16:13,케이알엠,1,847151,11.15,31027,0.41,시간 외 대량 매매,단순 처분 및 취득,
01050738,솔트룩스,2023.02.10,16:12,NH투자증권,2,330035,2.86,41252,-2.52,전환가액 조정 및 장내외매매,전환가액 조정 및 장내외매매,
01576102,미래에셋글로벌리츠,2023.02.10,16:12,케이비증권,0,1362159,4.69,-1397841,-4.81,사간외 매도 및 장내 매도,단순투자목적 매매,
00800084,씨엑스아이,2023.02.10,16:01,WANGYUEREN,0,16307162,9.83,-4500000,-3.10,장내매도,단순처분,
00130772,SBS,2023.02.10,15:57,브이아이피자산운용,0,943649,5.17,-521076,-2.85,장내매매 등,단순투자 목적 매매 등,
01391033,NH프라임리츠,2023.02.10,15:50,이지스자산운용,0,1124505,6.03,190117,1.02,장내 매수 및 매도,단순 매매,
01437186,ESR켄달스퀘어리츠,2023.02.10,15:45,이지스자산운용,0,14554168,6.83,6202506,1.00,장내 매수 및 매도,단순 매매,
00355548,한국테크놀로지,2023.02.10,15:36,상상인플러스저축은행,2,0,0.00,-18157901,-11.55,"채권자의 담보처분권 실행

※ 채권자 당행은 담보주식 등의 소유권을 취득한 적 없으며  오직 처분권만 보유: 담보처분권은 투자목적 보유와 무관","채권자의 담보처분권 실행


※ 채권자 당행은 담보주식 등의 소유권을 취득한 적 없으며  오직 처분권만 보유: 담보처분권은 투자목적 보유와 무관",
01042650,큐리언트,2023.02.10,15:36,더블유자산운용,0,641683,4.95,142196,-0.18,"전환우선주 매입 및 전환권 행사, 장내매매 등",단순 투자목적 주식의 취득 및 처분,
01042650,큐리언트,2023.02.10,15:33,쿼드자산운용,0,1408112,10.79 ,-303889,-2.53, 장내 매도, 단순 처분, 
01146822,아이퀘스트,2023.02.10,14:54,아이퀘스트 우리사주조합,0,217125,2.20,-283422,-2.88,우리사주조합원의 주식인출,우리사주조합원의 주식인출에 따른 지분율 변동,
00190321,케이티,2023.02.10,14:15,"티로우프라이스어소시에이트,인크.",40,13155997,5.04,154284,0.06,장내매매,단순 취득/처분,
01571107,오픈엣지테크놀로지,2023.02.10,14:09,에이티넘인베스트,1,1278105,6.04,-304245,-1.54,변동보고,일부장내매각으로 인한 변동보고,
00253985,국보디자인,2023.02.10,11:51,피델리티매니지먼트앤리서치컴퍼니엘엘씨,11,597181,7.96,-126139,-1.68,"장내매도
특별관계  해소","단순투자목적
단순 주식 처분에 의한 변동 보고
운용펀드 해소에 의한 변동보고
본 보고는 보고자 및 특별관계자들(해당하는 경우)이 투자자문사로서 발행회사의 주식에 대한 취득 및 처분 권한을 가지고 있으므로, 보고자가 대표보고자로서 동 주식의 보유자의 지위에서 이행하는 것임.",
00170877,진로발효,2023.02.10,11:40,피델리티매니지먼트앤리서치컴퍼니엘엘씨,2,319572,4.83,-66510,-1.00,장내매도,"단순투자목적
단순 주식 처분에 의한 변동 보고
본 보고는 보고자 및 특별관계자들(해당하는 경우)이 투자자문사로서 발행회사의 주식에 대한 취득 및 처분 권한을 가지고 있으므로, 보고자가 대표보고자로서 동 주식의 보유자의 지위에서 이행하는 것임.",
00146214,일성아이에스,2023.02.10,10:41,파인트리자산운용,0,45436,1.71,-179261,-6.74,장내 매수 및 장외 매도,단순 취득 및 처분,
01116502,아티스트유나이티드,2023.02.10,10:06,한국투자신탁운용,0,798920,11.56,75726,1.09,장내 매수 및 매도,단순 투자목적의 주식매매,
00122898,벽산,2023.02.13,17:23,벽산엘티씨엔터프라이즈,14,20300007,29.62,203401,0.31,장내매수,특별관계자의 단순 추가취득에 의한 변동 보고,
01258428,프레스티지바이오로직스,2023.02.13,17:22,플루시오스바이오제1호,6,3033984,4.96,-792632,-1.30, 장내 매도," 단순처분 목적으로 장내 매도
 보통주 장내매도로 인한 보유지분 5% 미만으로 감소", 
00101044,에이프로젠바이오로직스,2023.02.13,17:07,에이프로젠,1,313173509,53.47,-14285715,-2.44,지분변동,주식 매도에 따른 변동,
00651017,나우IB,2023.02.13,17:03,정지완,12,6688450,69.25,-3627,-0.04,장내 매도,단순 처분,
00813389,베셀,2023.02.13,16:52,THE E&M,0,1663536,13.42,1663536,13.42,주식양수도 계약(장외매매),경영권 양수,
00413046,셀트리온,2023.02.13,16:45,셀트리온홀딩스,89,32682413,23.12,84407,0.05,특관자 스톡옵션 행사 및 주식매도/임원 신규선임," 임원 백경민, 강석환, 친인척 이탁호 장내매도
 임원 박귀수, 강석환 스톡옵션 행사
 권병오, 김민수, 김수현, 이경훈, 윤정원, 임동훈 임원선임으로 인한 신규보고"," 보고자 ((주)셀트리온홀딩스) 2023.02.10 환매조건부 주식매매계약 취소
 주식담보대출 만기연장 및 담보조정, 차입 상환으로 인한 질권해지, 신규차입"
00813389,베셀,2023.02.13,16:40,모엣1호투자조합,2,0,0,-974898,-7.87,주식양수도 계약 변경 ,계약 주체 변경에 따른 변동사유 발생,계약 주체 변경
00122825,인스코비,2023.02.13,16:33,밀레니엄홀딩스,16,13010579,11.54,392915,0.31,특수관계자 추가 및 수량 변동,특수관계자 추가 및 수량 변동,
00922304,아셈스,2023.02.13,16:20,장지상,8,5137892,46.63,8845,0.08,임직원 우리사주 입고,임직원 우리사주 입고,
00525679,차바이오텍,2023.02.13,15:45,차광렬,17,17693065,31.44,0,0,,,특별관계자 주식담보 대출계약 연장에 따른 담보수량 변경
00164502,현대공업,2023.02.13,15:13,강현석,3,7774220,50.68,0,0,,,주식 담보대출계약 연장
01251577,휴네시온,2023.02.13,14:34,정동섭,8,4499990,46.84,0,0,,,보유주식등에 관한 계약 기간 변경
00484682,엘오티베큠,2023.02.13,13:40,오흥식,5,4575570,25.69,0,0,,,주식담보대출 기간연장
01526806,삼기이브이,2023.02.13,09:45,삼기,1,7650026,53.50,7650026,53.50,코스닥시장 신규상장,주권의 코스닥시장 상장에 따른 신규보고,
01136348,나무기술,2023.02.13,08:47,이수병,4,6015133,17.38,-1350906,-4.13,  시간 외 대량 매도,  보고자의 단순 처분,  
00164618,현대사료,2023.02.13,08:44,비에스제이홀딩스,9,43601732,66.02,-1906125,-1.95,"1. 주식 매도
2, 발행회사의 콜 행사","1. 주식 매도
2, 발행회사의 콜 행사",3. 담보상환
01042711,글로벌텍스프리,2023.02.13,16:12,한성크린텍,2,6112049,11.14,-1405639,-2.56,장내매도 ,보유주식 장내매각에 따른 지분변동,
00370255,테크엘,2023.02.13,15:50,한국채권투자운용,1,642273,5.52,-125177,-1.07,일임계약 해지에 따른 보유비율 감소,일임계약 해지에 따른 보유비율 감소,
00766106,엣지파운드리,2023.02.13,15:21,PARKJUNGHOON,0,3500000,7.89,3500000,7.89,장외매수,장외매수,
01491607,오에스피,2023.02.13,13:45,하나벤처스,1,466321,4.99,-173919,-1.86,장내매도,장내매도에 따른 지분율 변동,
00264547,KG이니시스,2023.02.14,17:53,KG케미칼,7,11450916,41.04,0,0,,,주식담보대출 차입금 연장
00121686,엠케이전자,2023.02.14,17:50,오션비홀딩스,2,7818045,37.45,0,0,,,보고자의 보유주식등에 관한 계약 변경
01612608,신영해피투모로우제7호기업인수목적,2023.02.14,17:43,신영증권,0,1569017,27.05,69017,1.19,장내매매,특정금전신탁을 통한 주식매매,주요계약체결
00117276,네이처셀,2023.02.14,17:34,알바이오,9,11509338,18.37,-600000,-0.96,장내매도,단순처분,공탁 회수(담보해제)
00449379,도이치모터스,2023.02.14,16:46,권오수,3 ,10797881,33.56 ,49181,0.12,,,보고자 및 특별관계자의 주식담보대출 계약 변경
00874937,탑선,2023.02.14,16:34,윤정택,13,2923186,31.14,-750000,-7.99,콜옵션 행사에 따른 장외매도,콜옵션 행사에 따른 장외매도,
00252269,아이에이,2023.02.14,16:25,김동진,3,24753733,8.40,0,0,,," 보고자의 주식 담보 대출기간 연장 (교보증권 825,083주)"
00288495,홈센타홀딩스,2023.02.14,16:11,박병준,12,69978807,54.81,0,0,,,주식담보대출 연장에 따른 변경
00350048,오성첨단소재,2023.02.14,16:10,이스트버건디,1,12572843,18.09,169702,0.25,장내매수,장내매수,
00632304,JW홀딩스,2023.02.14,16:05,이경하,17,35486757,50.38,0,0,,,특별관계자 보유주식 등에 관한 계약 변경
00416654,유엔젤,2023.02.14,16:03,박지향,6,2059183,15.61,-41687,-0.31,특별관계자의 증여,"김민석 : 지분증여
박경미 : 수증",
01259418,대보마그네틱,2023.02.14,15:49,이준각,4,3670677,46.91,-926924,-11.85,"장내매도, 시간외매도",단순 처분,"주식담보대출 상환, 임원 퇴임"
00522007,크리스에프앤씨,2023.02.14,15:47,윤정화,9,4760638,40.64,44058,0.38,특별관계자 추가,특별관계자 교환사채권 매수,특별관계자 교환사채권 매수
01190124,미디어젠,2023.02.14,15:31,앨터스투자자문,0,1429398,30.51,-225602,-4.82,주식매매계약 지위 승계 약정 체결,주식매매계약 상 매수인 지위 이전,5%이상 보유주식의 1%이상 변동 발생 및 경영참여
01413371,HLB사이언스,2023.02.14,14:58,HLB글로벌,2,8150571,59.04,2129148,6.96," 특별관계자 추가
 발행회사의 제3자배정 유상증자 신주 취득, 전환사채 취득
 전환가액 조정"," 발행회사의 제3자배정 유상증자에 따른 신주(보통주 1,304,348주) 및 전환사채(전자등록총액: 2,000,000,000원)를 취득하여 특별관계자 추가
 전환가액 조정"," 발행회사의 제3자배정 유상증자에 따른 신주(보통주 1,304,348주) 및 전환사채(전자등록총액: 2,000,000,000원)를 취득하여 특별관계자 추가
 전환가액 조정"
00572905,ISC,2023.02.14,13:44,헬리오스제1호사모투자,8,7230720,41.56,12373,0.07,엠캐피탈 주식회사가 보고자의 공동업무집행사원으로 추가선임됨. ,특별관계자 변동 ,
00936787,애경케미칼,2023.02.14,11:27,AK홀딩스,10,32358079,66.51,0,0.00, , , 특별관계자 보유주식등에 관한 계약 변경
00139454,애경산업,2023.02.14,11:27,AK홀딩스,7,16757477,63.45,0,0.00, ,, 특별관계자 보유주식등에 관한 계약 변경
00125080,AK홀딩스,2023.02.14,11:23,채형석,19,8640535,65.22,0,0.00, , , 특별관계자 보유주식등에 관한 계약 변경
01113754,티이엠씨씨엔에스,2023.02.14,17:53,이경주,3,893607,8.93,-271173,-2.71,장내매매,단순처분,
01440481,아이비케이에스제13호기업인수목적,2023.02.14,15:36,엣데이터,0,510000,9.86,510000,9.86, 장내매매, 단순 투자목적의 주식 매매, 
00120872,만호제강,2023.02.14,15:31,하나자산운용,0,548240,13.21,-5945,-0.14,장내매매 등,특별관계자의 변동,
00140955,한솔케미칼,2023.02.14,15:28,BlackRockFundAdvisors,9,572543,5.05,6049,0.06, 장내에서 발행회사의 주식 매수," 단순투자목적
 본 보고는 보고자 및 특별관계자들이 투자자문사로서 발행회사의
  주식에 대한 취득 및 처분권한을 가지고 있으므로 보고자가
  대표보고자로서 동 주식의 보유자의 지위에서 이행하는 것임.",
01436558,신한서부티엔디리츠,2023.02.14,14:42,이지스자산운용,0,2799955,5.00,2799955,5.00,,,
00692254,아이패밀리에스씨,2023.02.14,13:35,한국투자밸류자산운용,0,426133,5.01,426133,5.01,장내매도 및 장내매수,단순투자목적의 주식매매,신규
00769158,케이엔제이,2023.02.14,09:07,오인환,1,394131,4.96,-38601,-0.49,장내 매도,단순 처분,
00149266,CNH,2023.02.15,17:57,그래닛홀딩스,1,24762199,66.56,0,0,,,주요계약체결 변경
00486705,아주스틸,2023.02.15,17:46,이학연,10,11771542,44.50,0,0.00,,,"1. 주식담보대출 계약상대방 변경(미래에셋증권→하나증권)
2. 담보주식수 변경(144,802주→141,271주)"
01160363,에코프로비엠,2023.02.15,17:37,에코프로,16,50528856,51.66,1096,0,주식연계보상계약 체결,주식연계보상계약 체결,
00536541,에코프로,2023.02.15,17:33,이동채,10,6770143,26.81,4320,0.02,장내 매매 및 주식연계보상계약 체결,특수관계자 주식 변동 및 주식연계보상계약 체결,
00101220,KG케미칼,2023.02.15,17:24,케이지제로인,13,6974081,50.30,0,0,,,연명보고자 중 일부 주식관련 질권설정 해지
00155586,HLB이노베이션,2023.02.15,17:21,에프앤티,7,0,0,-17265902,-42.55,"장외매도, 장내매도","장외매도, 장내매도로 인한 보유주식수 변동
지분 변동으로 인한 대표보고자 변경
기존 대표보고자가 연명보고 했던 특별관계자가 신규보고 예정",장외주식양수도 계약
01586455,꿈비,2023.02.15,17:14,박영건,11,5175337,64.82,5175337,64.82,코스닥 상장,코스닥시장 상장으로 인한 신규보고,
01689336,비엔케이제1호스팩,2023.02.15,16:49,BNK투자증권,0,1348140,25.44,-500000,-9.43,장외매도,장외매도,
01689336,비엔케이제1호스팩,2023.02.15,16:43,BNK투자증권,0,1348140,25.44,-500000,-9.43,장외매도,장외매도,
00963976,SG,2023.02.15,16:37,박창호,1,15325236,34.24,0,0,,,담보계약 등 주요 계약내용의 변경
01454341,플래티어,2023.02.15,16:33,아폴론사모투자,2,1000000,12.09,-417400,-5.05,장내매매,장내매매,
00532855,한국유니온제약,2023.02.15,16:19,신성희,2,647555,8.19,0,0,,,주식담보대출 일부 상환
00568461,보광산업,2023.02.15,16:13,홈센타홀딩스,10,24884807,68.48,0,0,,, 주식담보대출 상환
00396925,엠로,2023.02.15,16:12,송재민,14,4629290,41.29,0,0,,,주식 담보 대출 신규 설정
00203315,콘텐트리중앙,2023.02.15,16:05,중앙홀딩스,3,8136133,42.24,0,0,,,"보유주식 등에 관한 계약의 변경
(주식담보대출 계약 기간 연장 및 이자율 변경)"
00838500,엘브이엠씨,2023.02.15,16:02,오세영,8,62465331,55.02,3168275,1.69,주주배정 유상증자로 인한 신주인수권증서 취득 및 처분,주주배정 유상증자로 인한 신주인수권증서 취득 및 장외매도,질권 설정 기한 변경
00937324,한국타이어앤테크놀로지,2023.02.15,15:55,한국앤컴퍼니,15,53550543,43.23,0,0,,,보유주식에 관한 계약의 변경
01142075,핑거,2023.02.15,15:53,박민수,7,2702811,29.00,-26631,-0.33,장내매도,단순처분,
00108746,KIB플러그에너지,2023.02.15,15:41,크레오에스지,8,102912957,44.51,0,0,,,주식근질권설정변경계약
00346407,크레오에스지,2023.02.15,15:40,케이파트너스,6,35970470,28.16,0,0,,,주식근질권설정변경계약 체결
00129989,코스모신소재,2023.02.15,15:36,코스모화학,7,8968283,29.26,0,0.00,,,주식담보계약 체결
00230911,HRS,2023.02.15,15:12,강성자,2,7366810,45.04,0,0,,,주식담보 계약 해지에 따른 변경보고
00166227,화승인더스트리,2023.02.15,14:37,현석호,4,18579950,33.59,0,0,,,최대주주 현석호 주식담보계약 연장
01489648,솔브레인,2023.02.15,12:49,정지완,9,3575818,45.97,0,0,,,보유주식 등에 관한 계약 변경
00247975,솔브레인홀딩스,2023.02.15,12:48,정지완,12,15406722,73.49,0,0,,,보유주식 등에 관한 계약 변경
00332927,제이에스코퍼레이션,2023.02.15,11:22,홍재성,5,8093834,60.69,-100000,-0.75,특별관계자의 주식매수선택권의 부여 취소,특별관계자의 퇴사로 론 인한 주식매수선택권 부여 취소 및 특별관계 해소,
01182444,셀리버리,2023.02.15,11:22,조대웅,4,7707054,21.13,6250,-0.04, 전환사채권 취득, 보고자의 콜옵션 행사에 따른 전환사채권 취득,
00155586,HLB이노베이션,2023.02.15,17:33,김현석,2,11446703,28.21,11446703,28.21,신규보고,대표보고자 변경,
00124276,부스타,2023.02.15,17:24,이상기,3,1138015,13.54,94015,1.12,장내 매수,단순 투자,단순 투자
00490090,이지케어텍,2023.02.15,17:07,카카오헬스케어,1,448776,6.57,448776,6.57,유상신주 취득,신규 지분취득,
00544577,브이엠,2023.02.15,15:33,타이거자산운용투자일임,0,1201617,5.01,16329,0.07,,,
00991298,씨이랩,2023.02.15,10:59,정대수,0,250664,4.16,-300000,-4.98,장내매도,단순처분,
01082418,SAMG엔터,2023.02.15,09:08,델타유니콘투자조합4호,0,391118,4.55,-1082882,-12.61,시간외 대량매매,시간외 대량매매에 따른 지분 변동,
00535375,키네마스터,2023.02.15,08:17,김성실,5,1574407,11.62,1574407,11.62,신규11.6211.62,상속으로 인한 신규보고,
00527491,하이드로리튬,2023.02.16,17:09,리튬플러스,18,22184532,59.94,0,0, 보고자의 주식담보계약 대환,, 보고자의 주식담보계약 대환에 따른 변경 보고
00110750,플루토스,2023.02.16,17:04,비에스제이홀딩스,1,25145501,19.33,1680193,1.30,장내매수,장내매수,
00267906,베뉴지,2023.02.16,16:58,배진한,6 ,3863618,8.02,405484,0.85, 장내매매, 장내매수,
00415646,드림텍,2023.02.16,16:49,유니퀘스트,7,39557417,58.65,-561371,-1.07,발행주식의 총수 변경 등,"발행주식의 총수 변경, 주식매수선택권 행사",
00188797,포메탈,2023.02.16,16:48,오세원,10,3996276,33.73,128500,1.08,장내매수,"특수관계인 주식매수(오호석, 정의경)",
00113997,롯데에너지머티리얼즈,2023.02.16,16:46,롯데케미칼,1,24578512,53.30,24578512,53.30,"장외매수
주식매매계약 및 주식매매계약상 제반 권리/의무 일체를 이전하는 합의서 체결
(체결일 : 2023년 2월 9일)","보고자는 발행회사의 최대주주(허재명)가 보유한 발행회사 보통주식 24,578,512주를 매수하는 주식매매계약 및 주식매매계약상 제반 권리/의무 일체를 2023년 2월 9일 롯데 배터리 머티리얼즈 USA로부터 이전받는 합의서를 체결하였습니다. 동 계약의 권리를 거래종결일에 행사하여 발행회사 주식 24,578,512주를 장외거래의 방법으로 매수할 예정입니다.",
00117708,리드코프,2023.02.16,16:46,디케이마린,3,10667623,40.34,0,0,,,"주식담보계약  만기연장, 주식담보계약 차입금 상환"
00113997,롯데에너지머티리얼즈,2023.02.16,16:43,롯데배터리머티리얼즈USA,1,0,0.00,-24578512,-53.30,주식매매계약 매수인 지위 이전,주식매매계약 매수인 지위 및 주식매매계약상 제반 권리/의무 일체를 롯데케미칼(주)에 이전함,"보고자는 발행회사의 최대주주(허재명)와 2022년 10월 11일자로 주식매매계약을 체결하였으나, 주식매매계약상 매수인 지위 및 주식매매계약상 제반 권리/의무 일체를 2023년 2월 9일에 롯데케미칼(주)에 이전한다는 합의서를 체결하였습니다."
00359395,헬릭스미스,2023.02.16,16:42,비에스제이홀딩스,3,5913234,14.21,936066,1.97, 제3자배정 유상증자 납입, 제3자배정 유상증자 납입,
01182259,알피바이오,2023.02.16,16:28,마이다스제1호사모투자,2,245037,2.83,-395351,-4.56,장내매도,장내매도로 인한 변동보고,
00193009,KH 필룩스,2023.02.16,16:05,KH 미래물산,2,67278447,32.11,0,-0.61,,,주식담보대출 상환
00874937,탑선,2023.02.16,15:46,에스케이에코플랜트,1,6681737,47.09,0,0,,,보유형태별 보유내용 변경(보유→소유 변경)
00552859,HLB테라퓨틱스,2023.02.16,15:40,HLB,8,5560028,15.64,0,-0.21,,,특별관계자의 주식담보 대출로 인한 변경
00602172,와이엠티,2023.02.16,14:15,전성욱,9,7411619,45.16,-879,-0.01,장내매도,보유주식 장내 매도,주식담보대출 신규 실행/상환
00125974,삼부토건,2023.02.16,14:12,디와이디,2,11000000,5.56,-6500000,-3.76,"주식 및 경영권 양수도계약 종료 및 신규 계약 체결, 특별관계자 제외","주식 및 경영권 양수도계약 종료 및 신규 계약 체결, 특별관계자 제외",
00108241,농심,2023.02.16,14:04,신동원,7,2740822,45.06,-1500,-0.02, 장내매도, 특별관계자의 보통주 주식 매매, 담보계약등 주요계약의 변경
00652007,메카로,2023.02.16,13:44,이재정,22,5983742,58.71,0,0,증여,특수관계자 증여에 따른 보고,
01516456,인벤티지랩,2023.02.16,11:58,김주희,17,2428040,27.95,15833,0.18,주식매도청구권 행사에 따른 변동,주식매도청구권 행사에 따른 변동,
01089378,디와이디,2023.02.16,11:01,이일준,1,6044932,16.45,-40000,-0.11,주식질권설정 및 특별관계자 장내매도,주식질권설정 및 특별관계자 장내매도,
01136348,나무기술,2023.02.16,10:43,이수병,4,6015133,17.38,0,0,  ,  ,  보고자의 주식담보대출 상환
00260930,에스엠,2023.02.16,10:11,이수만,18,4545448,19.09 ,44018,-0.34, 특별관계자 추가/제외, 특별관계자 변동," 주식매매계약 체결(계약체결일: 2023년 2월 9일)
 매수청구권취득
 의결권 위임"
00113997,롯데에너지머티리얼즈,2023.02.16,10:05,허재명,8,24723147,53.62,0,0,,,"O 보고자(허재명)의 주식매매계약 (계약 체결일: 2022년 10월 11일)상 매수인 변경 통지 수령
  보고자(허재명)는 롯데 배터리 머티리얼즈 USA 와 2022년 10월 11일자로 주식매매계약을 체결하였고, 롯데 배터리 머티리얼즈 USA는 2023년 2월 9일 롯데케미칼 주식회사에게 주식매매계약상 매수인 지위를 이전함을 통지함."
00260930,에스엠,2023.02.16,10:03,하이브,2,4392368,18.45,4392368,18.45, 주식매매계약 체결(계약체결일: 2023년 2월 9일)," 보고자는 최대주주인 이수만(이하 ""매도인"")과 2023년 2월 9일자로 주식매매계약을 체결하였으며, 동 계약에 따라 거래종결일에 매도인이 소유하고 있는 발행회사 주식 3,523,420주를 총 422,810,400,000원에 매수하기로 함
 특별관계자인 매도인이 소유하고 있는 주식 전부인 4,392,368주에 대하여 보고자에게 2023년 정기주주총회까지 의결권을 위임함.", 주식매매계약 체결(계약체결일: 2023년 2월 9일)
00390860,대산F&B,2023.02.16,17:00,BF랩스,0,19047619,13.20,19047619,13.20,전환사채 신규 취득,전환사채 신규 취득,
00535375,키네마스터,2023.02.16,16:58,김성실,5,1074407,7.67,-500000,-3.95,장내매도,단순처분,상속세 재원
00141273,웰바이오텍,2023.02.16,16:37,상상인저축은행,2,8841732,11.74,8841732,11.74,전환사채 인수,전환사채 인수,
00136642,엠벤처투자,2023.02.16,16:31,상상인저축은행,1,6045949,6.67,6045949,6.67,기보유 전환사채의 전환가액 조정으로 5% 보고의무 발생,기보유 전환사채의 전환가액 조정으로 5% 보고의무 발생,
00390365,토비스,2023.02.16,16:17,아이디스,0,1244826,7.58,-337809,-1.88,장내 매도,단순 매도,
00426068,엑시온그룹,2023.02.16,16:09,아이에스이네트워크,6,5534898,21.44,-2358706,-9.13,"특별관계해소, 장외매도","최대주주 경영권 매각, '주식 및 경영권 양수도계약'에 대한 계약사항 이행",보유목적 변경
00813389,베셀,2023.02.17,17:50,서기만,0,0,0,-2175356,-17.55,"보고자 본인의 주식 및 경영권 양도계약의 체결
(체결일: 22.12.28, 잔금지급일 23.02.06, 거래완료)",주식 및 경영권 양도계약 체결완료에 따른 주식 이전,주식 및 경영권 양도계약 체결완료에 따른 주식 이전
00767460,PI첨단소재,2023.02.17,17:32,코리아피아이홀딩스,5,15900790,54.15,0,0.00, , , 주식매매계약 해제(일자: 2023년 2월 17일)
00243979,수성웹툰,2023.02.17,17:29,유니베스트,0,3440682,4.68,-1842640,-3.75, 장내매도, 장내매도 , 장내매도에 따른 일반투자로 변경 보고의무해소
00110750,플루토스,2023.02.17,17:20,비에스제이홀딩스,1,25709070,19.76,563569,0.43,장내매수,장내매수,
00403632,현대퓨처넷,2023.02.17,17:05,현대홈쇼핑,3,75369320,68.39,630000,2.18,"자기주식소각에 따른 감자, 장내매수","감자에 따른 보유 비율 증가, 보고자의 발행회사 주식 장내매수에 따른 보유주식수 증가 ",
00126380,삼성전자,2023.02.17,17:03,삼성물산,15,1237907158,20.74,-1098,-0.00, 장내매매, 삼성생명보험 특별계정(고객계정): 단순 추가취득/처분, 보유주식등에 관한 계약의 변경
00163691,유수홀딩스,2023.02.17,16:51,최은영,5,13001120,49.92,0,0,,,담보계약 기간 변경
00352499,링네트,2023.02.17,16:43,이주석,28,4105091,26.73,41580,0.27,지분율 감소,임원 퇴직으로 특수관계해지,특수관계인 수 변경
00159616,두산에너빌리티,2023.02.17,16:36,두산,27,196452737,30.78,0,0.00,,,담보계약 체결 및 계약내용의 변경
00415628,세진중공업,2023.02.17,16:35,윤지원,4,33828127,59.50,0,0.00,,,특별관계자의 주식담보계약 변경
00187770,한국파마,2023.02.17,16:34,박은희,17,7121083,65.29,0,0,,,주식담보대출 신규계약 
01228515,앱트뉴로사이언스,2023.02.17,16:33,리튬코리아,1,2347137,6.38,-246478,-0.62,전환사채권 매도에 따른 변동,전환사채권 매도에 따른 변동,
00977650,엔케이맥스,2023.02.17,16:27,박상우,9,6512398,16.35,0,0,,,보유 주식등에 관한 계약 변경
00135962,신라교역,2023.02.17,16:14,신라홀딩스,10,10535791,65.85,0,0,,,특별관계자 주식담보대출 기간 연장
00173944,우진,2023.02.17,16:10,이재원,12,6422149,31.60,0,0.00,특별관계자 수 증가로 인한 변동,특별관계자 수 증가로 인한 변동,주식담보대출 계약에 따른 변경
00554024,셀트리온헬스케어,2023.02.17,16:09,셀트리온홀딩스,23,60502873,38.16,-100,0.00,특관자 주식매도, 특관자 박관우 장내매도, 보고자 ((주)셀트리온홀딩스) 2023.02.10 환매조건부 주식매매계약 취소
01051065,엔비티,2023.02.17,16:03,박수근,5,4597707,27.08,0,0.00,,,주식담보계약의 신규 체결 및 일부 상환
00266952,네오위즈홀딩스,2023.02.17,15:50,나성균,2,3774200,42.57,-16000,-0.13,"특별관계자 해소, 장내매도","임원 퇴임으로 특별관계자 해소
특별관계자의 보유 주식 장내 매도",
00291860,조광ILI,2023.02.17,15:48,김우동,1,18484956,19.31,0,0,,,주식담보대출 계약 변경
00352499,링네트,2023.02.17,15:47,링네트우리사주조합,0,1132715,7.38,-136809,-0.89,"의무예탁기간 만료 주식, 퇴직자 주식 개인계좌 이체","의무예탁기간 만료, 퇴직",
01080687,아우딘퓨쳐스,2023.02.17,15:44,최영욱,0,6274124,26.50,0,-0.09, , , 주식담보대출 계약 연장
00292434,인트론바이오,2023.02.17,15:36,윤성준,3,5435205,15.92,0,0,주식증여 및 수증,증여(수증)에 따른 주식수 변동,증여(수증)에 따른 보유비율 변동
00353878,다스코,2023.02.17,14:59,한상원,6,6338229,32.68,0,0.00, , , 보고자 주식담보계약 만기 연장 
01359815,한울반도체,2023.02.17,14:43,허민석,3,5390656,29.14,-409000,-3.26,장내매도,장내매도로 인한 보유주식 변동,
01139035,티에스아이,2023.02.17,14:11,에스비아이신성장지원사모투자,2,2182451,10.65,559075,2.6,전환사채 인수,전환사채 인수에 따른 잠재지분율 변동,
00548519,큐러블,2023.02.17,14:10,지더블유바이텍,0,2512342,77.89,704366,6.17,유상증자,지분율 강화,
00267906,베뉴지,2023.02.17,13:42,배진한,6 ,3863618,8.02,405484,0.85, 장내매매, 장내매수,보유목적의 변경
00551920,네오팜,2023.02.17,11:15,템플턴자산운용회사,4,512366,6.24,-86452,-1.06,장내매매,단순취득/처분,
